resultado_id,simulado_id,aluno_id,ano,status_realizacao,nota,acertos,tempo_finalizacao_min,inicio_simulado,dispositivo,tentativas,unidade_aplicacao,nota_valida
R00003734,S20210031,A00102,2021,Finalizado,51.7,12.0,51.0,2021-11-04 09:15:00,Desktop,2.0,Centro,True
R00003735,S20210031,A00137,2021,Finalizado,59.7,21.0,25.0,2021-08-01 13:30:00,Desktop,,Online,True
R00003736,S20210031,A00325,2021,Finalizado,46.2,14.0,72.0,2021-08-19 18:30:00,Celular,2.0,Sul,True
R00003737,S20210031,A00627,2021,Finalizado,89.9,30.0,56.0,2021-05-23 18:00:00,Celular,1.0,Não informado,True
R00003738,S20210031,A00764,2021,Finalizado,83.3,25.0,57.0,2021-08-21 14:15:00,Papel,3.0,Centro,True
R00003739,S20210031,A00248,2021,Finalizado,61.8,19.0,51.0,2021-04-12 18:45:00,Desktop,,Sul,True
R00003740,S20210031,A00306,2021,Finalizado,62.8,16.0,27.0,2021-04-09 19:15:00,Tablet,3.0,Aldeota,True
R00003741,S20210031,A00026,2021,Finalizado,93.9,29.0,56.0,2021-11-05 13:30:00,Tablet,,Online,True
R00003742,S20210031,A00618,2021,Finalizado,78.3,24.0,62.0,2021-11-23 17:45:00,Tablet,3.0,Online,True
R00003743,S20210031,A00340,2021,Finalizado,74.3,23.0,56.0,2021-11-04 09:45:00,Desktop,1.0,Online,True
R00003744,S20210031,A00046,2021,Finalizado,62.3,20.0,63.0,2021-11-11 14:45:00,Celular,1.0,Online,True
R00003745,S20210031,A00445,2021,Finalizado,89.1,24.0,77.0,2021-08-15 12:15:00,Celular,2.0,Centro,True
R00003746,S20210031,A00363,2021,Finalizado,85.0,26.0,77.0,2021-04-25 16:30:00,Celular,3.0,Aldeota,True
R00003747,S20210031,A00212,2021,Não informado,98.7,27.0,56.0,2021-06-26 10:15:00,Desktop,3.0,Online,True
R00003748,S20210031,A00625,2021,Finalizado,53.1,10.0,35.0,2021-04-01 13:30:00,Não informado,3.0,Aldeota,True
R00003749,S20210031,A00040,2021,Finalizado,76.4,24.0,59.0,2021-11-27 11:00:00,Desktop,1.0,Centro,True
R00003750,S20210031,A00586,2021,Finalizado,64.7,19.0,88.0,2021-10-23 19:45:00,Desktop,3.0,Online,True
R00003751,S20210031,A00216,2021,Finalizado,55.7,17.0,71.0,2021-04-19 09:45:00,Tablet,3.0,Não informado,True
R00003752,S20210031,A00376,2021,Finalizado,55.4,16.0,63.0,2021-09-28 17:15:00,Papel,,Sul,True
R00003753,S20210031,A00356,2021,Finalizado,77.1,25.0,68.0,2021-06-12 00:00:00,Celular,2.0,Online,True
R00003754,S20210031,A00150,2021,Finalizado,77.6,21.0,69.0,2021-07-24 19:00:00,Papel,1.0,Online,True
R00003755,S20210031,A00672,2021,Finalizado,59.8,20.0,60.0,2021-05-28 15:30:00,Desktop,3.0,Online,True
R00003756,S20210031,A00333,2021,Finalizado,35.7,14.0,54.0,2021-10-06 11:45:00,Celular,1.0,Centro,True
R00003757,S20210031,A00520,2021,Finalizado,75.8,21.0,86.0,2021-11-10 16:45:00,Papel,2.0,Sul,True
R00003758,S20210031,A00313,2021,Finalizado,59.3,18.0,54.0,2021-08-01 14:00:00,Não informado,1.0,Não informado,True
R00003759,S20210031,A00798,2021,Finalizado,38.7,11.0,60.0,2021-11-06 00:00:00,Papel,2.0,Online,True
R00003760,S20210031,A00530,2021,Finalizado,52.6,15.0,38.0,2021-10-11 12:45:00,Não informado,1.0,Online,True
R00003761,S20210031,A00554,2021,Finalizado,48.3,16.0,81.0,2021-09-21 16:00:00,Não informado,1.0,Aldeota,True
R00003762,S20210031,A00791,2021,Finalizado,77.1,19.0,68.0,2021-08-15 19:30:00,Celular,3.0,Aldeota,True
R00003763,S20210031,A00103,2021,Finalizado,60.4,16.0,78.0,2021-07-18 11:45:00,Desktop,1.0,Sul,True
R00003764,S20210031,A00742,2021,Finalizado,43.7,13.0,81.0,2021-09-17 19:30:00,Tablet,,Não informado,True
R00003765,S20210031,A00550,2021,Finalizado,93.3,30.0,73.0,2021-07-08 15:15:00,Celular,1.0,Online,True
R00003766,S20210031,A00262,2021,Finalizado,79.7,23.0,51.0,2021-07-13 08:00:00,Celular,,Online,True
R00003767,S20210031,A00241,2021,Finalizado,55.6,15.0,39.0,2021-11-25 00:00:00,Celular,,Online,True
R00003768,S20210032,A00323,2021,Finalizado,66.3,20.0,65.0,2021-11-22 11:45:00,Tablet,1.0,Aldeota,True
R00003769,S20210032,A00333,2021,Finalizado,79.9,23.0,84.0,2021-11-07 18:00:00,Não informado,1.0,Sul,True
R00003770,S20210032,A00140,2021,Finalizado,68.9,20.0,47.0,2021-10-20 08:45:00,Desktop,1.0,Sul,True
R00003771,S20210032,A00141,2021,Incompleto,46.2,12.0,58.0,2021-04-17 19:15:00,Desktop,2.0,Aldeota,True
R00003772,S20210032,A00307,2021,Finalizado,89.3,26.0,56.0,2021-10-19 11:15:00,Desktop,3.0,Online,True
R00003773,S20210032,A00554,2021,Finalizado,73.2,24.0,72.0,2021-08-16 09:00:00,Desktop,3.0,Online,True
R00003774,S20210032,A00531,2021,Finalizado,,30.0,61.0,2021-04-07 17:45:00,Não informado,3.0,Online,False
R00003775,S20210032,A00798,2021,Finalizado,19.4,2.0,98.0,2021-10-17 11:30:00,Desktop,1.0,Sul,True
R00003776,S20210032,A00325,2021,Finalizado,,30.0,71.0,2021-09-16 00:00:00,Papel,1.0,Sul,False
R00003777,S20210032,A00368,2021,Finalizado,67.6,20.0,51.0,2021-08-16 12:00:00,Tablet,1.0,Online,True
R00003778,S20210032,A00520,2021,Incompleto,66.7,17.0,68.0,2021-10-16 18:15:00,Papel,,Sul,True
R00003779,S20210032,A00211,2021,Finalizado,69.4,21.0,45.0,2021-05-20 09:30:00,Papel,3.0,Online,True
R00003780,S20210032,A00526,2021,Finalizado,38.6,12.0,32.0,2021-05-24 14:00:00,Papel,2.0,Online,True
R00003781,S20210032,A00458,2021,Finalizado,60.6,17.0,73.0,2021-10-06 08:30:00,Não informado,2.0,Aldeota,True
R00003782,S20210032,A00078,2021,Finalizado,94.7,30.0,46.0,2021-10-06 19:30:00,Não informado,1.0,Online,True
R00003783,S20210032,A00137,2021,Finalizado,70.3,22.0,84.0,2021-06-11 10:30:00,Tablet,,Aldeota,True
R00003784,S20210032,A00536,2021,Não informado,81.3,25.0,71.0,2021-11-23 08:15:00,Celular,1.0,Não informado,True
R00003785,S20210032,A00280,2021,Ausente,,,,2021-08-27 11:45:00,Papel,1.0,Sul,False
R00003786,S20210032,A00289,2021,Finalizado,83.9,24.0,76.0,2021-09-11 17:30:00,Papel,3.0,Sul,True
R00003787,S20210032,A00796,2021,Finalizado,62.6,17.0,78.0,2021-10-06 18:45:00,Papel,,Centro,True
R00003788,S20210032,A00494,2021,Finalizado,55.4,19.0,58.0,2021-10-15 00:00:00,Desktop,,Centro,True
R00003789,S20210032,A00120,2021,Finalizado,49.1,17.0,54.0,2021-10-10 13:00:00,Tablet,1.0,Online,True
R00003790,S20210032,A00026,2021,Finalizado,69.1,20.0,45.0,2021-10-16 14:30:00,Desktop,1.0,Centro,True
R00003791,S20210032,A00521,2021,Finalizado,60.6,17.0,67.0,2021-06-13 11:00:00,Celular,1.0,Sul,True
R00003792,S20210032,A00605,2021,Finalizado,60.7,18.0,69.0,2021-07-13 00:00:00,Desktop,3.0,Sul,True
R00003793,S20210032,A00689,2021,Finalizado,68.8,20.0,93.0,2021-11-13 10:30:00,Não informado,3.0,Não informado,True
R00003794,S20210032,A00793,2021,Finalizado,70.5,21.0,90.0,2021-10-23 19:00:00,Desktop,,Aldeota,True
R00003795,S20210032,A00346,2021,Finalizado,79.9,26.0,51.0,2021-08-03 19:45:00,Celular,1.0,Aldeota,True
R00003796,S20210032,A00013,2021,Finalizado,47.5,17.0,92.0,2021-08-18 10:00:00,Celular,3.0,Aldeota,True
R00003797,S20210032,A00306,2021,Finalizado,53.9,14.0,73.0,2021-08-02 09:15:00,Desktop,2.0,Aldeota,True
R00003798,S20210032,A00040,2021,Finalizado,70.6,22.0,50.0,2021-05-03 19:45:00,Desktop,2.0,Sul,True
R00003799,S20210032,A00582,2021,Ausente,,,,2021-04-06 11:45:00,Desktop,2.0,Online,False
R00003800,S20210032,A00363,2021,Finalizado,61.9,18.0,82.0,2021-08-22 17:30:00,Celular,1.0,Online,True
R00003801,S20210032,A00507,2021,Finalizado,68.7,19.0,65.0,2021-04-27 08:00:00,Tablet,3.0,Não informado,True
R00003802,S20210032,A00550,2021,Finalizado,70.8,22.0,66.0,2021-05-28 19:15:00,Desktop,3.0,Sul,True
R00003803,S20210032,A00636,2021,Finalizado,65.3,21.0,54.0,2021-08-20 14:45:00,Desktop,,Sul,True
R00003804,S20210032,A00413,2021,Finalizado,75.8,22.0,44.0,2021-08-17 00:00:00,Não informado,,Aldeota,True
R00003805,S20210032,A00534,2021,Finalizado,58.8,16.0,56.0,2021-05-19 00:00:00,Papel,1.0,Não informado,True
R00003806,S20210032,A00174,2021,Finalizado,48.5,16.0,75.0,2021-05-24 16:30:00,Não informado,,Online,True
R00003807,S20210032,A00560,2021,Finalizado,19.8,7.0,70.0,2021-11-25 19:15:00,Celular,1.0,Online,True
R00003808,S20210032,A00328,2021,Finalizado,69.0,19.0,73.0,2021-05-22 17:30:00,Desktop,1.0,Não informado,True
R00003809,S20210032,A00409,2021,Ausente,,,,2021-08-06 12:45:00,Não informado,,Centro,False
R00003810,S20210032,A00132,2021,Finalizado,98.9,30.0,67.0,2021-04-04 12:15:00,Não informado,,Centro,True
R00003811,S20210032,A00033,2021,Finalizado,92.4,27.0,57.0,2021-11-20 10:45:00,Desktop,1.0,Não informado,True
R00003812,S20210032,A00591,2021,Finalizado,34.9,13.0,66.0,2021-10-07 13:45:00,Tablet,1.0,Online,True
R00003813,S20210032,A00499,2021,Finalizado,56.5,17.0,65.0,2021-04-12 13:15:00,Não informado,1.0,Online,True
R00003814,S20210032,A00313,2021,Finalizado,64.0,22.0,73.0,2021-04-28 08:15:00,Celular,,Online,True
R00003815,S20210032,A00275,2021,Finalizado,70.1,24.0,77.0,2021-05-28 12:00:00,Desktop,,Online,True
R00003816,S20210032,A00355,2021,Finalizado,64.1,16.0,60.0,2021-04-02 16:45:00,Papel,1.0,Aldeota,True
R00003817,S20210032,A00150,2021,Finalizado,69.1,17.0,57.0,2021-06-07 16:45:00,Celular,1.0,Não informado,True
R00003818,S20210032,A00376,2021,Finalizado,24.3,7.0,78.0,2021-07-22 17:15:00,Celular,1.0,Online,True
R00003819,S20210032,A00776,2021,Não informado,62.0,17.0,88.0,2021-04-08 15:00:00,Papel,1.0,Sul,True
R00003820,S20210032,A00621,2021,Finalizado,65.5,21.0,43.0,2021-07-05 13:45:00,Desktop,1.0,Não informado,True
R00003821,S20210032,A00340,2021,Finalizado,29.1,10.0,56.0,2021-08-19 12:45:00,Desktop,1.0,Online,True
R00003822,S20210032,A00057,2021,Finalizado,49.7,15.0,59.0,2021-09-24 17:30:00,Papel,3.0,Online,True
R00003823,S20210032,A00410,2021,Incompleto,90.4,30.0,53.0,2021-08-22 10:45:00,Desktop,1.0,Online,True
R00003824,S20210032,A00262,2021,Finalizado,70.1,20.0,57.0,2021-10-08 13:00:00,Tablet,2.0,Aldeota,True
R00003825,S20210032,A00443,2021,Finalizado,77.9,20.0,84.0,2021-08-17 18:00:00,Papel,,Centro,True
R00003826,S20210032,A00481,2021,Finalizado,,30.0,95.0,2021-10-24 08:15:00,Não informado,1.0,Não informado,False
R00003827,S20210032,A00353,2021,Finalizado,91.7,28.0,40.0,2021-04-09 19:30:00,Celular,,Sul,True
R00003828,S20210032,A00530,2021,Incompleto,62.0,18.0,85.0,2021-06-04 15:15:00,Não informado,3.0,Online,True
R00003829,S20210032,A00791,2021,Finalizado,48.6,16.0,63.0,2021-09-11 09:00:00,Desktop,1.0,Aldeota,True
R00003830,S20210032,A00717,2021,Finalizado,70.6,22.0,80.0,2021-11-02 14:00:00,Tablet,2.0,Online,True
R00003831,S20210032,A00783,2021,Finalizado,79.9,23.0,74.0,2021-05-26 15:45:00,Celular,3.0,Centro,True
R00003832,S20210032,A00445,2021,Finalizado,66.6,17.0,65.0,2021-09-06 10:00:00,Desktop,,Sul,True
R00003833,S20210032,A00542,2021,Finalizado,46.0,12.0,70.0,2021-04-01 15:45:00,Celular,1.0,Centro,True
R00003834,S20210032,A00547,2021,Finalizado,71.2,26.0,46.0,2021-05-17 08:00:00,Desktop,,Sul,True
R00003835,S20210032,A00296,2021,Finalizado,91.5,28.0,54.0,2021-08-21 19:45:00,Papel,1.0,Não informado,True
R00003836,S20210032,A00102,2021,Incompleto,49.6,17.0,34.0,2021-05-08 16:00:00,Desktop,3.0,Não informado,True
R00003837,S20210032,A00765,2021,Finalizado,53.6,17.0,57.0,2021-05-05 09:00:00,Desktop,1.0,Sul,True
R00003838,S20210032,A00754,2021,Finalizado,54.1,16.0,82.0,2021-11-19 13:15:00,Papel,2.0,Sul,True
R00003839,S20210032,A00343,2021,Finalizado,87.3,27.0,56.0,2021-07-05 17:15:00,Papel,3.0,Aldeota,True
R00003840,S20210032,A00191,2021,Incompleto,65.3,18.0,62.0,2021-10-06 18:15:00,Desktop,1.0,Online,True
R00003841,S20210032,A00559,2021,Finalizado,54.1,12.0,67.0,2021-04-18 14:00:00,Tablet,1.0,Não informado,True
R00003842,S20210032,A00774,2021,Ausente,,,,2021-05-02 13:30:00,Papel,1.0,Não informado,False
R00003843,S20210032,A00392,2021,Ausente,,,,2021-06-05 17:30:00,Desktop,1.0,Centro,False
R00003844,S20210032,A00050,2021,Finalizado,52.3,17.0,60.0,2021-10-08 13:00:00,Não informado,2.0,Online,True
R00003845,S20210032,A00750,2021,Finalizado,63.9,22.0,71.0,2021-10-28 14:45:00,Desktop,1.0,Não informado,True
R00003846,S20210032,A00755,2021,Finalizado,51.5,14.0,93.0,2021-07-15 14:30:00,Tablet,1.0,Não informado,True
R00003847,S20210032,A00216,2021,Finalizado,64.2,20.0,62.0,2021-09-09 09:15:00,Não informado,,Sul,True
R00003848,S20210032,A00227,2021,Finalizado,62.2,20.0,83.0,2021-09-20 00:00:00,Papel,1.0,Não informado,True
R00003849,S20210032,A00652,2021,Finalizado,78.2,21.0,95.0,2021-09-23 11:30:00,Desktop,2.0,Não informado,True
R00003850,S20210032,A00487,2021,Finalizado,55.8,16.0,72.0,2021-10-23 13:30:00,Não informado,,Aldeota,True
R00003851,S20210032,A00025,2021,Finalizado,63.1,17.0,42.0,2021-05-18 09:00:00,Celular,3.0,Não informado,True
R00003852,S20210032,A00053,2021,Finalizado,78.8,25.0,53.0,2021-07-20 14:15:00,Não informado,1.0,Sul,True
R00003853,S20210032,A00237,2021,Finalizado,,30.0,53.0,2021-09-24 10:00:00,Tablet,3.0,Online,False
R00003854,S20210032,A00648,2021,Finalizado,50.6,16.0,55.0,2021-08-17 16:00:00,Celular,2.0,Não informado,True
R00003855,S20210032,A00144,2021,Ausente,,,,2021-04-28 16:45:00,Não informado,1.0,Sul,False
R00003856,S20210032,A00295,2021,Finalizado,58.9,20.0,79.0,2021-06-22 09:45:00,Desktop,3.0,Não informado,True
R00003857,S20210032,A00011,2021,Finalizado,20.3,6.0,71.0,2021-07-02 08:30:00,Não informado,1.0,Aldeota,True
R00003858,S20210032,A00720,2021,Incompleto,59.9,18.0,58.0,2021-04-09 11:45:00,Não informado,1.0,Online,True
R00003859,S20210032,A00524,2021,Finalizado,91.9,30.0,48.0,2021-08-26 13:30:00,Papel,1.0,Online,True
R00003860,S20210032,A00103,2021,Finalizado,91.4,27.0,40.0,2021-11-22 18:45:00,Celular,,Sul,True
R00003861,S20210032,A00229,2021,Finalizado,93.5,28.0,41.0,2021-06-14 13:45:00,Não informado,1.0,Centro,True
R00003862,S20210032,A00672,2021,Finalizado,59.7,16.0,63.0,2021-09-22 00:00:00,Desktop,1.0,Centro,True
R00003863,S20210032,A00627,2021,Finalizado,25.6,7.0,59.0,2021-04-22 11:30:00,Celular,1.0,Aldeota,True
R00003864,S20210032,A00471,2021,Finalizado,50.0,11.0,22.0,2021-11-04 18:45:00,Desktop,1.0,Online,True
R00003865,S20210032,A00004,2021,Finalizado,56.0,19.0,72.0,2021-10-12 12:15:00,Desktop,3.0,Sul,True
R00003866,S20210032,A00365,2021,Finalizado,70.2,19.0,62.0,2021-09-10 10:15:00,Tablet,1.0,Centro,True
R00003867,S20210032,A00785,2021,Finalizado,59.3,19.0,54.0,2021-09-28 16:45:00,Celular,1.0,Centro,True
R00003868,S20210032,A00356,2021,Finalizado,66.1,21.0,48.0,2021-09-14 17:00:00,Desktop,,Não informado,True
R00003869,S20210032,A00176,2021,Finalizado,71.4,20.0,83.0,2021-04-08 13:30:00,Celular,2.0,Online,True
R00003870,S20210032,A00586,2021,Finalizado,83.3,26.0,58.0,2021-10-19 12:15:00,Papel,,Online,True
R00003871,S20210032,A00112,2021,Finalizado,54.4,15.0,57.0,2021-08-06 08:15:00,Não informado,2.0,Sul,True
R00003872,S20210032,A00742,2021,Finalizado,49.2,13.0,70.0,2021-09-18 10:15:00,Desktop,1.0,Online,True
R00003873,S20210032,A00085,2021,Finalizado,78.9,27.0,78.0,2021-05-20 16:30:00,Celular,1.0,Centro,True
R00003874,S20210032,A00073,2021,Finalizado,42.7,12.0,44.0,2021-08-11 16:15:00,Papel,3.0,Não informado,True
R00003875,S20210032,A00196,2021,Incompleto,58.6,17.0,69.0,2021-06-18 15:00:00,Tablet,1.0,Online,True
R00003876,S20210032,A00502,2021,Finalizado,50.7,16.0,51.0,2021-08-11 16:45:00,Desktop,,Aldeota,True
R00003877,S20210032,A00241,2021,Finalizado,72.6,20.0,24.0,2021-09-11 10:00:00,Desktop,2.0,Sul,True
R00003878,S20210032,A00721,2021,Finalizado,58.5,18.0,57.0,2021-09-25 12:15:00,Tablet,1.0,Online,True
R00003879,S20210032,A00354,2021,Finalizado,59.1,18.0,49.0,2021-04-22 18:30:00,Papel,1.0,Aldeota,True
R00003880,S20210032,A00775,2021,Finalizado,71.4,17.0,55.0,2021-05-21 09:30:00,Desktop,,Centro,True
R00003881,S20210032,A00618,2021,Finalizado,17.7,5.0,61.0,2021-09-22 15:30:00,Não informado,2.0,Aldeota,True
R00003882,S20210032,A00248,2021,Finalizado,72.0,23.0,71.0,2021-08-22 15:45:00,Desktop,2.0,Centro,True
R00003883,S20210032,A00009,2021,Finalizado,63.7,18.0,83.0,2021-07-20 19:15:00,Celular,2.0,Não informado,True
R00003884,S20210032,A00595,2021,Finalizado,10.9,1.0,65.0,2021-07-26 18:15:00,Tablet,2.0,Online,True
R00003885,S20210032,A00347,2021,Finalizado,34.9,12.0,60.0,2021-07-21 09:30:00,Não informado,1.0,Centro,True
R00003886,S20210032,A00563,2021,Finalizado,64.1,19.0,86.0,2021-10-01 00:00:00,Desktop,2.0,Online,True
R00003887,S20210032,A00024,2021,Finalizado,40.3,13.0,74.0,2021-08-25 15:15:00,Desktop,3.0,Online,True
R00003888,S20210032,A00288,2021,Finalizado,73.5,21.0,97.0,2021-11-02 13:15:00,Desktop,1.0,Centro,True
R00003889,S20210032,A00372,2021,Finalizado,80.0,26.0,65.0,2021-11-06 19:00:00,Papel,,Sul,True
R00003890,S20210032,A00067,2021,Finalizado,64.0,21.0,48.0,2021-09-06 09:45:00,Papel,,Centro,True
R00003891,S20210032,A00115,2021,Finalizado,51.3,18.0,63.0,2021-11-10 14:30:00,Tablet,1.0,Sul,True
R00003892,S20210032,A00072,2021,Finalizado,73.4,22.0,47.0,2021-06-23 11:45:00,Não informado,1.0,Não informado,True
R00003893,S20210032,A00625,2021,Ausente,,,,2021-05-08 12:15:00,Desktop,1.0,Não informado,False
R00003894,S20210032,A00294,2021,Finalizado,89.0,28.0,76.0,2021-11-13 09:45:00,Celular,2.0,Centro,True
R00003895,S20210032,A00698,2021,Finalizado,60.3,19.0,110.0,2021-08-09 08:00:00,Desktop,1.0,Não informado,True
R00003896,S20210032,A00046,2021,Finalizado,74.8,21.0,77.0,2021-06-28 10:15:00,Papel,2.0,Online,True
R00003897,S20210032,A00764,2021,Finalizado,79.9,26.0,64.0,2021-06-16 18:30:00,Tablet,2.0,Sul,True
R00003898,S20210032,A00212,2021,Finalizado,66.6,21.0,59.0,2021-11-13 12:15:00,Não informado,2.0,Não informado,True
R00003899,S20210032,A00578,2021,Incompleto,93.2,28.0,82.0,2021-05-15 17:00:00,Não informado,1.0,Online,True
R00003900,S20210032,A00268,2021,Finalizado,83.8,25.0,76.0,2021-10-25 18:30:00,Desktop,1.0,Online,True
R00003901,S20210032,A00108,2021,Finalizado,91.4,29.0,51.0,2021-08-25 14:30:00,Celular,1.0,Sul,True
R00003902,S20210032,A00167,2021,Finalizado,60.4,17.0,74.0,2021-11-22 12:45:00,Tablet,2.0,Aldeota,True
R00003903,S20210032,A00199,2021,Finalizado,59.8,20.0,70.0,2021-06-02 15:30:00,Papel,3.0,Não informado,True
R00003904,S20210032,A00382,2021,Finalizado,65.5,16.0,81.0,2021-09-12 00:00:00,Desktop,1.0,Não informado,True
R00003905,S20210032,A00338,2021,Finalizado,45.8,10.0,80.0,2021-11-19 14:45:00,Papel,,Centro,True
R00003906,S20210033,A00199,2021,Finalizado,75.8,35.0,112.0,2021-07-09 19:00:00,Desktop,,Online,True
R00003907,S20210033,A00776,2021,Finalizado,,43.0,44.0,2021-04-16 15:30:00,Não informado,,Não informado,False
R00003908,S20210033,A00280,2021,Ausente,,,,2021-07-17 11:15:00,Desktop,2.0,Online,False
R00003909,S20210033,A00108,2021,Finalizado,35.1,17.0,60.0,2021-06-04 15:30:00,Não informado,,Não informado,True
R00003910,S20210033,A00011,2021,Finalizado,59.6,25.0,96.0,2021-10-13 10:30:00,Tablet,1.0,Sul,True
R00003911,S20210033,A00141,2021,Finalizado,19.0,8.0,87.0,2021-05-23 13:45:00,Papel,1.0,Não informado,True
R00003912,S20210033,A00372,2021,Finalizado,72.2,35.0,63.0,2021-05-27 13:00:00,Papel,1.0,Centro,True
R00003913,S20210033,A00067,2021,Finalizado,66.2,28.0,81.0,2021-09-26 13:30:00,Não informado,1.0,Centro,True
R00003914,S20210033,A00363,2021,Finalizado,55.3,28.0,87.0,2021-06-01 09:00:00,Papel,3.0,Sul,True
R00003915,S20210033,A00409,2021,Finalizado,57.1,26.0,79.0,2021-04-01 12:30:00,Celular,1.0,Aldeota,True
R00003916,S20210033,A00085,2021,Finalizado,67.7,30.0,81.0,2021-09-02 17:00:00,Celular,1.0,Não informado,True
R00003917,S20210033,A00078,2021,Finalizado,65.7,30.0,58.0,2021-08-13 13:00:00,Celular,2.0,Sul,True
R00003918,S20210033,A00502,2021,Finalizado,33.5,15.0,50.0,2021-10-23 18:00:00,Desktop,1.0,Online,True
R00003919,S20210033,A00775,2021,Finalizado,73.0,30.0,55.0,2021-10-09 08:00:00,Celular,1.0,Centro,True
R00003920,S20210033,A00627,2021,Ausente,,,,2021-09-04 15:15:00,Desktop,1.0,Sul,False
R00003921,S20210033,A00499,2021,Finalizado,81.1,33.0,96.0,2021-04-28 18:15:00,Desktop,2.0,Não informado,True
R00003922,S20210033,A00026,2021,Finalizado,72.6,33.0,54.0,2021-11-07 15:15:00,Papel,1.0,Sul,True
R00003923,S20210033,A00196,2021,Finalizado,61.8,28.0,98.0,2021-07-03 12:00:00,Não informado,,Centro,True
R00003924,S20210033,A00560,2021,Finalizado,96.9,44.0,69.0,2021-05-03 12:30:00,Não informado,,Online,True
R00003925,S20210033,A00471,2021,Finalizado,69.2,34.0,94.0,2021-07-10 08:00:00,Desktop,2.0,Online,True
R00003926,S20210033,A00783,2021,Finalizado,95.8,40.0,86.0,2021-09-18 00:00:00,Tablet,1.0,Online,True
R00003927,S20210033,A00140,2021,Finalizado,42.8,19.0,74.0,2021-07-01 09:00:00,Desktop,,Online,True
R00003928,S20210033,A00355,2021,Finalizado,49.6,26.0,71.0,2021-11-02 16:45:00,Celular,3.0,Sul,True
R00003929,S20210033,A00176,2021,Finalizado,42.7,23.0,83.0,2021-05-26 10:00:00,Não informado,1.0,Online,True
R00003930,S20210033,A00376,2021,Finalizado,38.7,18.0,87.0,2021-08-28 15:00:00,Desktop,2.0,Aldeota,True
R00003931,S20210033,A00481,2021,Finalizado,96.8,43.0,80.0,2021-05-13 13:45:00,Não informado,,Sul,True
R00003932,S20210033,A00356,2021,Finalizado,39.4,19.0,52.0,2021-04-09 14:00:00,Não informado,3.0,Online,True
R00003933,S20210033,A00144,2021,Finalizado,91.6,41.0,104.0,2021-08-14 14:45:00,Tablet,1.0,Sul,True
R00003934,S20210033,A00578,2021,Não informado,51.6,24.0,87.0,2021-10-14 16:30:00,Tablet,3.0,Online,True
R00003935,S20210033,A00046,2021,Incompleto,50.4,22.0,74.0,2021-10-23 16:15:00,Desktop,1.0,Online,True
R00003936,S20210033,A00547,2021,Finalizado,55.7,23.0,90.0,2021-07-10 16:30:00,Desktop,1.0,Online,True
R00003937,S20210033,A00793,2021,Incompleto,88.5,44.0,72.0,2021-06-10 13:15:00,Celular,,Centro,True
R00003938,S20210033,A00338,2021,Finalizado,59.9,26.0,54.0,2021-08-01 08:45:00,Celular,1.0,Não informado,True
R00003939,S20210033,A00115,2021,Finalizado,68.1,33.0,113.0,2021-09-03 11:00:00,Papel,3.0,Centro,True
R00003940,S20210033,A00275,2021,Finalizado,69.1,32.0,66.0,2021-05-20 17:00:00,Tablet,1.0,Centro,True
R00003941,S20210033,A00248,2021,Incompleto,90.6,40.0,103.0,2021-05-26 00:00:00,Papel,1.0,Sul,True
R00003942,S20210033,A00698,2021,Finalizado,58.5,25.0,97.0,2021-04-13 12:00:00,Desktop,1.0,Aldeota,True
R00003943,S20210033,A00103,2021,Finalizado,87.1,37.0,96.0,2021-08-20 11:15:00,Papel,1.0,Não informado,True
R00003944,S20210033,A00212,2021,Finalizado,17.1,5.0,113.0,2021-10-26 10:45:00,Desktop,1.0,Sul,True
R00003945,S20210033,A00072,2021,Ausente,,,,2021-06-02 13:00:00,Desktop,3.0,Aldeota,False
R00003946,S20210033,A00137,2021,Finalizado,64.9,27.0,79.0,2021-07-10 00:00:00,Desktop,3.0,Aldeota,True
R00003947,S20210033,A00586,2021,Finalizado,98.0,43.0,109.0,2021-06-15 16:15:00,Papel,2.0,Online,True
R00003948,S20210033,A00563,2021,Finalizado,59.8,25.0,73.0,2021-09-01 11:45:00,Celular,3.0,Online,True
